flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,5.25,5.5,7.5,7.75,3.6898341975464514e-10,0.0021241312482116444,1.4253899645317965e-09,3.8630190090373357,1
nue,5.25,5.5,7.75,8.0,2.5273272052644993e-10,0.0014549094630667738,9.763113035993965e-10,3.8630190090373357,1
nue,5.5,5.75,5.25,5.5,1.0168232644118388e-09,0.005976488950205253,3.768996203690628e-09,3.7066384450504573,5
nue,5.5,5.75,5.5,5.75,5.6355781372789786e-08,0.33123721343008616,2.0889050583724105e-07,3.7066384450504573,328
nue,5.5,5.75,5.75,6.0,6.178073875098422e-08,0.36312298843236,2.2899886141801666e-07,3.7066384450504573,376
nue,5.5,5.75,6.0,6.25,2.9194665635537635e-08,0.17159481168701735,1.0821407003507724e-07,3.7066384450504573,165
nue,5.5,5.75,6.25,6.5,9.53495706832517e-09,0.056042743664494174,3.534263844135968e-08,3.7066384450504573,66
nue,5.5,5.75,6.5,6.75,5.459101456559966e-09,0.032086460523748986,2.023491533431612e-08,3.7066384450504573,38
nue,5.5,5.75,6.75,7.0,2.6635527815433986e-09,0.01565532017640297,9.872827140489844e-09,3.7066384450504573,15
nue,5.5,5.75,7.0,7.25,1.4759557084654882e-09,0.00867508965556439,5.4708341721898635e-09,3.7066384450504573,12
nue,5.5,5.75,7.25,7.5,1.573746538489471e-09,0.00924986585859294,5.833309422330152e-09,3.7066384450504573,6
nue,5.5,5.75,7.5,7.75,6.857394758950933e-10,0.004030508096977065,2.541788304641504e-09,3.7066384450504573,4
nue,5.5,5.75,7.75,8.0,3.9616615636617587e-10,0.0023285095245507348,1.4684447058147385e-09,3.7066384450504573,1
